feature,importance
dim_105,0.0
dim_107,0.0
dim_108,0.0
dim_109,0.0
dim_110,0.0
dim_111,0.0
dim_112,0.0
dim_113,0.0
dim_114,0.0
dim_115,0.0
dim_116,0.0
dim_117,0.0
dim_118,0.0
dim_119,0.0
dim_120,0.0
dim_121,0.0
dim_122,0.0
dim_123,0.0
dim_124,0.0
dim_125,0.0
dim_126,0.0
dim_127,0.0
dim_128,0.0
dim_129,0.0
dim_130,0.0
dim_131,0.0
dim_132,0.0
dim_133,0.0
dim_134,0.0
dim_135,0.0
dim_136,0.0
dim_137,0.0
dim_138,0.0
dim_139,0.0
dim_140,0.0
dim_141,0.0
dim_142,0.0
dim_143,0.0
dim_144,0.0
dim_145,0.0
dim_146,0.0
dim_147,0.0
dim_148,0.0
dim_149,0.0
dim_150,0.0
dim_151,0.0
dim_152,0.0
dim_153,0.0
dim_154,0.0
dim_155,0.0
dim_156,0.0
dim_157,0.0
dim_158,0.0
dim_159,0.0
dim_160,0.0
dim_161,0.0
dim_163,0.0
dim_164,0.0
dim_165,0.0
dim_166,0.0
dim_167,0.0
dim_168,0.0
dim_169,0.0
dim_170,0.0
dim_171,0.0
dim_172,0.0
dim_173,0.0
dim_174,0.0
dim_175,0.0
dim_176,0.0
dim_177,0.0
dim_178,0.0
dim_179,0.0
dim_180,0.0
dim_181,0.0
dim_182,0.0
dim_183,0.0
dim_184,0.0
dim_185,0.0
dim_186,0.0
dim_187,0.0
dim_188,0.0
dim_189,0.0
dim_190,0.0
dim_191,0.0
dim_192,0.0
dim_193,0.0
dim_194,0.0
dim_195,0.0
dim_196,0.0
dim_197,0.0
dim_198,0.0
dim_199,0.0
dim_200,0.0
dim_201,0.0
dim_202,0.0
dim_203,0.0
dim_204,0.0
dim_205,0.0
dim_206,0.0
dim_207,0.0
dim_208,0.0
dim_209,0.0
dim_210,0.0
dim_211,0.0
dim_212,0.0
dim_213,0.0
dim_214,0.0
dim_215,0.0
dim_216,0.0
dim_217,0.0
dim_218,0.0
dim_219,0.0
dim_220,0.0
dim_221,0.0
dim_222,0.0
dim_223,0.0
dim_224,0.0
dim_225,0.0
dim_226,0.0
dim_227,0.0
dim_228,0.0
dim_229,0.0
dim_230,0.0
dim_231,0.0
dim_232,0.0
dim_233,0.0
dim_234,0.0
dim_235,0.0
dim_236,0.0
dim_237,0.0
dim_238,0.0
dim_239,0.0
dim_240,0.0
dim_241,0.0
dim_242,0.0
dim_243,0.0
dim_244,0.0
dim_245,0.0
dim_246,0.0
dim_247,0.0
dim_248,0.0
dim_249,0.0
dim_250,0.0
dim_251,0.0
dim_252,0.0
dim_253,0.0
dim_255,0.0
dim_256,0.0
dim_257,0.0
dim_258,0.0
dim_259,0.0
dim_260,0.0
dim_261,0.0
dim_262,0.0
dim_263,0.0
dim_264,0.0
dim_265,0.0
dim_266,0.0
dim_267,0.0
dim_268,0.0
dim_269,0.0
dim_270,0.0
dim_271,0.0
dim_272,0.0
dim_273,0.0
dim_274,0.0
dim_275,0.0
dim_276,0.0
dim_277,0.0
dim_278,0.0
dim_279,0.0
dim_280,0.0
dim_281,0.0
dim_282,0.0
dim_283,0.0
dim_284,0.0
dim_285,0.0
dim_286,0.0
dim_287,0.0
dim_288,0.0
dim_289,0.0
dim_290,0.0
dim_291,0.0
dim_292,0.0
dim_293,0.0
dim_294,0.0
dim_295,0.0
dim_296,0.0
dim_297,0.0
dim_298,0.0
dim_299,0.0
dim_300,0.0
dim_301,0.0
dim_302,0.0
dim_303,0.0
dim_304,0.0
dim_305,0.0
dim_306,0.0
dim_307,0.0
dim_308,0.0
dim_309,0.0
dim_310,0.0
dim_311,0.0
dim_312,0.0
dim_313,0.0
dim_314,0.0
dim_315,0.0
dim_316,0.0
dim_317,0.0
dim_318,0.0
dim_319,0.0
dim_320,0.0
dim_321,0.0
dim_322,0.0
dim_323,0.0
dim_324,0.0
dim_325,0.0
dim_326,0.0
dim_327,0.0
dim_328,0.0
dim_329,0.0
dim_330,0.0
dim_331,0.0
dim_332,0.0
dim_333,0.0
dim_334,0.0
dim_335,0.0
dim_336,0.0
dim_337,0.0
dim_338,0.0
dim_339,0.0
dim_340,0.0
dim_341,0.0
dim_342,0.0
dim_343,0.0
dim_344,0.0
dim_345,0.0
dim_346,0.0
dim_347,0.0
dim_348,0.0
dim_349,0.0
dim_350,0.0
dim_351,0.0
dim_352,0.0
dim_353,0.0
dim_354,0.0
dim_355,0.0
dim_356,0.0
dim_357,0.0
dim_358,0.0
dim_359,0.0
dim_360,0.0
dim_361,0.0
dim_362,0.0
dim_363,0.0
dim_364,0.0
dim_365,0.0
dim_366,0.0
dim_367,0.0
dim_368,0.0
dim_369,0.0
dim_370,0.0
dim_371,0.0
dim_372,0.0
dim_373,0.0
dim_374,0.0
dim_375,0.0
dim_376,0.0
dim_377,0.0
dim_378,0.0
dim_379,0.0
dim_380,0.0
dim_381,0.0
dim_382,0.0
dim_383,0.0
dim_384,0.0
dim_385,0.0
dim_386,0.0
dim_387,0.0
dim_388,0.0
dim_389,0.0
dim_390,0.0
dim_391,0.0
dim_392,0.0
dim_393,0.0
dim_394,0.0
dim_395,0.0
dim_396,0.0
dim_397,0.0
dim_398,0.0
dim_399,0.0
dim_400,0.0
dim_401,0.0
dim_402,0.0
dim_403,0.0
dim_404,0.0
dim_405,0.0
dim_406,0.0
dim_407,0.0
dim_408,0.0
dim_409,0.0
dim_410,0.0
dim_411,0.0
dim_412,0.0
dim_413,0.0
dim_414,0.0
dim_415,0.0
dim_416,0.0
dim_417,0.0
dim_418,0.0
dim_419,0.0
dim_420,0.0
dim_421,0.0
dim_422,0.0
dim_423,0.0
dim_424,0.0
dim_425,0.0
dim_426,0.0
dim_427,0.0
dim_428,0.0
dim_429,0.0
dim_430,0.0
dim_431,0.0
dim_432,0.0
dim_433,0.0
dim_434,0.0
dim_435,0.0
dim_436,0.0
dim_437,0.0
dim_438,0.0
dim_439,0.0
dim_440,0.0
dim_441,0.0
dim_442,0.0
dim_443,0.0
dim_444,0.0
dim_445,0.0
dim_446,0.0
dim_447,0.0
dim_448,0.0
dim_449,0.0
dim_450,0.0
dim_451,0.0
dim_452,0.0
dim_453,0.0
dim_454,0.0
dim_455,0.0
dim_456,0.0
dim_457,0.0
dim_458,0.0
dim_459,0.0
dim_460,0.0
dim_461,0.0
dim_462,0.0
dim_463,0.0
dim_464,0.0
dim_465,0.0
dim_466,0.0
dim_467,0.0
dim_468,0.0
dim_469,0.0
dim_470,0.0
dim_471,0.0
dim_472,0.0
dim_473,0.0
dim_474,0.0
dim_475,0.0
dim_476,0.0
dim_477,0.0
dim_478,0.0
dim_479,0.0
dim_480,0.0
dim_481,0.0
dim_482,0.0
dim_483,0.0
dim_484,0.0
dim_485,0.0
dim_486,0.0
dim_487,0.0
dim_488,0.0
dim_489,0.0
dim_490,0.0
dim_491,0.0
dim_492,0.0
dim_493,0.0
dim_494,0.0
dim_495,0.0
dim_496,0.0
dim_497,0.0
dim_498,0.0
dim_499,0.0
dim_500,0.0
dim_501,0.0
dim_502,0.0
dim_503,0.0
dim_504,0.0
dim_505,0.0
dim_506,0.0
dim_507,0.0
dim_508,0.0
dim_509,0.0
dim_510,0.0
dim_511,0.0
dim_512,0.0
dim_513,0.0
dim_514,0.0
dim_515,0.0
dim_516,0.0
dim_517,0.0
dim_518,0.0
dim_519,0.0
dim_520,0.0
dim_521,0.0
dim_522,0.0
dim_523,0.0
dim_524,0.0
dim_525,0.0
dim_526,0.0
dim_527,0.0
dim_528,0.0
dim_529,0.0
dim_530,0.0
dim_531,0.0
dim_532,0.0
dim_533,0.0
dim_534,0.0
dim_535,0.0
dim_536,0.0
dim_537,0.0
dim_538,0.0
dim_539,0.0
dim_540,0.0
dim_541,0.0
dim_542,0.0
dim_543,0.0
dim_544,0.0
dim_545,0.0
dim_546,0.0
dim_547,0.0
dim_548,0.0
dim_549,0.0
dim_550,0.0
dim_551,0.0
dim_552,0.0
dim_553,0.0
dim_554,0.0
dim_555,0.0
dim_556,0.0
dim_557,0.0
dim_558,0.0
dim_559,0.0
dim_560,0.0
dim_561,0.0
dim_562,0.0
dim_563,0.0
dim_564,0.0
dim_565,0.0
dim_566,0.0
dim_567,0.0
dim_568,0.0
dim_569,0.0
dim_570,0.0
dim_571,0.0
dim_572,0.0
dim_573,0.0
dim_574,0.0
dim_575,0.0
dim_576,0.0
dim_577,0.0
dim_578,0.0
dim_579,0.0
dim_580,0.0
dim_581,0.0
dim_582,0.0
dim_583,0.0
dim_584,0.0
dim_585,0.0
dim_586,0.0
dim_587,0.0
dim_588,0.0
dim_589,0.0
dim_590,0.0
dim_591,0.0
dim_592,0.0
dim_593,0.0
dim_594,0.0
dim_595,0.0
dim_596,0.0
dim_597,0.0
dim_598,0.0
dim_599,0.0
dim_600,0.0
dim_601,0.0
dim_602,0.0
dim_603,0.0
dim_604,0.0
dim_605,0.0
dim_606,0.0
dim_607,0.0
dim_608,0.0
dim_609,0.0
dim_610,0.0
dim_611,0.0
dim_612,0.0
dim_613,0.0
dim_614,0.0
dim_1008,0.0
dim_616,0.0
dim_617,0.0
dim_618,0.0
dim_619,0.0
dim_620,0.0
dim_621,0.0
dim_622,0.0
dim_623,0.0
dim_624,0.0
dim_625,0.0
dim_626,0.0
dim_627,0.0
dim_628,0.0
dim_629,0.0
dim_630,0.0
dim_631,0.0
dim_632,0.0
dim_633,0.0
dim_634,0.0
dim_635,0.0
dim_636,0.0
dim_637,0.0
dim_638,0.0
dim_639,0.0
dim_640,0.0
dim_641,0.0
dim_642,0.0
dim_643,0.0
dim_644,0.0
dim_645,0.0
dim_646,0.0
dim_647,0.0
dim_648,0.0
dim_649,0.0
dim_650,0.0
dim_651,0.0
dim_652,0.0
dim_653,0.0
dim_654,0.0
dim_655,0.0
dim_656,0.0
dim_657,0.0
dim_658,0.0
dim_659,0.0
dim_660,0.0
dim_661,0.0
dim_662,0.0
dim_663,0.0
dim_664,0.0
dim_665,0.0
dim_666,0.0
dim_667,0.0
dim_668,0.0
dim_669,0.0
dim_670,0.0
dim_671,0.0
dim_672,0.0
dim_673,0.0
dim_674,0.0
dim_675,0.0
dim_676,0.0
dim_677,0.0
dim_678,0.0
dim_679,0.0
dim_680,0.0
dim_681,0.0
dim_682,0.0
dim_683,0.0
dim_684,0.0
dim_685,0.0
dim_686,0.0
dim_687,0.0
dim_688,0.0
dim_689,0.0
dim_690,0.0
dim_691,0.0
dim_692,0.0
dim_693,0.0
dim_694,0.0
dim_695,0.0
dim_696,0.0
dim_697,0.0
dim_698,0.0
dim_699,0.0
dim_700,0.0
dim_701,0.0
dim_702,0.0
dim_703,0.0
dim_704,0.0
dim_705,0.0
dim_706,0.0
dim_707,0.0
dim_708,0.0
dim_709,0.0
dim_710,0.0
dim_711,0.0
dim_712,0.0
dim_713,0.0
dim_714,0.0
dim_715,0.0
dim_716,0.0
dim_717,0.0
dim_718,0.0
dim_719,0.0
dim_720,0.0
dim_721,0.0
dim_722,0.0
dim_723,0.0
dim_724,0.0
dim_725,0.0
dim_726,0.0
dim_727,0.0
dim_728,0.0
dim_729,0.0
dim_730,0.0
dim_731,0.0
dim_732,0.0
dim_733,0.0
dim_734,0.0
dim_735,0.0
dim_736,0.0
dim_737,0.0
dim_738,0.0
dim_739,0.0
dim_740,0.0
dim_741,0.0
dim_742,0.0
dim_743,0.0
dim_744,0.0
dim_745,0.0
dim_746,0.0
dim_747,0.0
dim_748,0.0
dim_749,0.0
dim_750,0.0
dim_751,0.0
dim_752,0.0
dim_753,0.0
dim_754,0.0
dim_755,0.0
dim_756,0.0
dim_757,0.0
dim_758,0.0
dim_759,0.0
dim_760,0.0
dim_761,0.0
dim_762,0.0
dim_763,0.0
dim_764,0.0
dim_765,0.0
dim_766,0.0
dim_767,0.0
dim_768,0.0
dim_769,0.0
dim_770,0.0
dim_771,0.0
dim_772,0.0
dim_773,0.0
dim_774,0.0
dim_775,0.0
dim_776,0.0
dim_777,0.0
dim_778,0.0
dim_779,0.0
dim_780,0.0
dim_781,0.0
dim_782,0.0
dim_783,0.0
dim_784,0.0
dim_785,0.0
dim_786,0.0
dim_787,0.0
dim_788,0.0
dim_789,0.0
dim_790,0.0
dim_791,0.0
dim_792,0.0
dim_793,0.0
dim_794,0.0
dim_795,0.0
dim_796,0.0
dim_797,0.0
dim_798,0.0
dim_799,0.0
dim_800,0.0
dim_801,0.0
dim_802,0.0
dim_803,0.0
dim_804,0.0
dim_805,0.0
dim_806,0.0
dim_807,0.0
dim_808,0.0
dim_809,0.0
dim_810,0.0
dim_811,0.0
dim_812,0.0
dim_813,0.0
dim_1009,0.0
dim_815,0.0
dim_816,0.0
dim_817,0.0
dim_818,0.0
dim_819,0.0
dim_820,0.0
dim_821,0.0
dim_822,0.0
dim_823,0.0
dim_824,0.0
dim_825,0.0
dim_826,0.0
dim_827,0.0
dim_828,0.0
dim_829,0.0
dim_830,0.0
dim_831,0.0
dim_832,0.0
dim_833,0.0
dim_834,0.0
dim_835,0.0
dim_836,0.0
dim_837,0.0
dim_838,0.0
dim_839,0.0
dim_840,0.0
dim_841,0.0
dim_842,0.0
dim_843,0.0
dim_844,0.0
dim_845,0.0
dim_846,0.0
dim_847,0.0
dim_848,0.0
dim_849,0.0
dim_850,0.0
dim_851,0.0
dim_852,0.0
dim_853,0.0
dim_854,0.0
dim_855,0.0
dim_856,0.0
dim_857,0.0
dim_858,0.0
dim_859,0.0
dim_860,0.0
dim_861,0.0
dim_862,0.0
dim_863,0.0
dim_864,0.0
dim_865,0.0
dim_866,0.0
dim_867,0.0
dim_868,0.0
dim_869,0.0
dim_870,0.0
dim_871,0.0
dim_872,0.0
dim_873,0.0
dim_874,0.0
dim_875,0.0
dim_876,0.0
dim_877,0.0
dim_878,0.0
dim_879,0.0
dim_880,0.0
dim_881,0.0
dim_882,0.0
dim_883,0.0
dim_884,0.0
dim_885,0.0
dim_886,0.0
dim_887,0.0
dim_888,0.0
dim_889,0.0
dim_1010,0.0
dim_891,0.0
dim_892,0.0
dim_893,0.0
dim_894,0.0
dim_895,0.0
dim_896,0.0
dim_897,0.0
dim_898,0.0
dim_899,0.0
dim_900,0.0
dim_901,0.0
dim_902,0.0
dim_903,0.0
dim_904,0.0
dim_905,0.0
dim_906,0.0
dim_907,0.0
dim_908,0.0
dim_909,0.0
dim_910,0.0
dim_911,0.0
dim_912,0.0
dim_913,0.0
dim_914,0.0
dim_915,0.0
dim_916,0.0
dim_917,0.0
dim_918,0.0
dim_919,0.0
dim_920,0.0
dim_921,0.0
dim_922,0.0
dim_923,0.0
dim_924,0.0
dim_925,0.0
dim_926,0.0
dim_927,0.0
dim_928,0.0
dim_929,0.0
dim_930,0.0
dim_931,0.0
dim_932,0.0
dim_933,0.0
dim_934,0.0
dim_935,0.0
dim_936,0.0
dim_937,0.0
dim_938,0.0
dim_939,0.0
dim_940,0.0
dim_941,0.0
dim_942,0.0
dim_943,0.0
dim_944,0.0
dim_945,0.0
dim_946,0.0
dim_947,0.0
dim_948,0.0
dim_949,0.0
dim_950,0.0
dim_951,0.0
dim_952,0.0
dim_953,0.0
dim_954,0.0
dim_955,0.0
dim_956,0.0
dim_957,0.0
dim_958,0.0
dim_959,0.0
dim_960,0.0
dim_961,0.0
dim_962,0.0
dim_963,0.0
dim_964,0.0
dim_965,0.0
dim_966,0.0
dim_967,0.0
dim_968,0.0
dim_969,0.0
dim_970,0.0
dim_971,0.0
dim_972,0.0
dim_973,0.0
dim_974,0.0
dim_975,0.0
dim_976,0.0
dim_977,0.0
dim_978,0.0
dim_979,0.0
dim_980,0.0
dim_981,0.0
dim_982,0.0
dim_983,0.0
dim_984,0.0
dim_985,0.0
dim_986,0.0
dim_987,0.0
dim_988,0.0
dim_989,0.0
dim_990,0.0
dim_991,0.0
dim_0,0.0
dim_1011,0.0
dim_2,0.0
dim_3,0.0
dim_4,0.0
dim_5,0.0
dim_1012,0.0
dim_7,0.0
dim_8,0.0
dim_9,0.0
dim_10,0.0
dim_11,0.0
dim_12,0.0
dim_13,0.0
dim_14,0.0
dim_15,0.0
dim_992,0.0
dim_993,0.0
dim_994,0.0
dim_995,0.0
dim_996,0.0
dim_997,0.0
dim_998,0.0
dim_999,0.0
dim_1000,0.0
dim_1001,0.0
dim_1002,0.0
dim_1003,0.0
dim_1004,0.0
dim_1005,0.0
dim_1006,0.0
dim_1007,0.0
